StudentID,StudentName,Grade,IncomeQuintile,StudentLoan,StudentPassword,English,Chinese,ComputerSkills,Mon,Tue,Wed,Thu,Fri
2013102417,안환심,23,8,3,xsx8886,TOEIC 980,,,,화,,목,금
2013102620,양조헌,23,6,1,rck760,TOEIC 780,HSK 5급,,,화,,목,금
2013144632,차엄해,50,2,0,vbq530,,,,,화,수,목,금
2013178121,류항다,25,1,0,bfu9056,,,,월,,,목,
2013118916,원우훈,69,2,5,hkb8354,,,,,,수,,
2013149616,하악진,13,7,3,esn83916,TOEIC 965,,,월,화,,목,금
2013177495,모민석,27,3,4,ney7965,,,,,,,,금
2013137651,방혜아,63,6,5,obb8210,,,,월,화,,,
2013138669,추효양,45,6,7,hlu843,,,,월,화,,,금
2013125705,선예악,14,5,1,ayv8075!,,,컴퓨터활용능력,월,화,,,
2013146112,구부람,68,4,4,sqt6414,,,컴퓨터활용능력,월,화,,,금
2013169663,유공중,7,1,1,anp3938,,,,,화,,,금
2013148820,남탐운,1,1,1,btm5687!,,,,월,화,수,,
2013134927,장루관,18,3,7,nia7367,,,,월,화,,목,금
2013121803,이리라,48,6,5,avr7697,,HSK 5급,,월,,,목,
2013133809,우단애,86,2,4,wgw2486,,,,,,,목,
2013124869,구은노,78,6,5,ltu6628,TOEIC 900,,,월,화,,,금
2013117008,백숙요,9,8,5,yzx4436,,HSK 6급,,,화,수,목,
2013141684,기화늘,90,2,6,ekp2439,,,컴퓨터활용능력,,,,목,금
2013168847,허박실,72,3,2,hdo6363,,,,월,,수,,금
2013140873,유명용,88,7,3,uls9783,TOEIC 950,,,,화,,목,금
2013130344,하남명,2,3,7,dzl3863!,,,,월,화,수,목,금
2013161973,하한강,42,7,3,iei2559,,,,월,,,목,
2013135613,위화원,97,5,2,bqm9087,,,컴퓨터활용능력,,,,,금
2013128095,심숙선,80,6,2,acv9932,,,컴퓨터활용능력,,,,,금
2013161869,장해양,42,8,5,ccp34427,,,,,화,,,금
2013128175,민뜸누,32,6,6,xbp574,,HSK 5급,,월,화,수,목,
2013123231,조설연,79,3,6,gns7184,,,,월,화,,,
2013116505,주타휘,70,5,3,vqa9445!,,,,,,수,목,
2013147129,은제주,94,2,3,obw2192,,,,,화,수,목,
2013130291,구탐나,22,7,3,xsx8886,,,컴퓨터활용능력,,,,목,
2013122812,강재산,84,8,0,rck760,,,컴퓨터활용능력,,화,수,목,
2013170570,소삼명,56,8,7,vbq530,,HSK 6급,,,,수,,
2013157291,정희완,98,4,7,bfu9056,TOEIC 875,HSK 5급,,,,수,,
2013143106,마손민,64,6,7,hkb8354,TOEIC 905,,컴퓨터활용능력,월,화,수,,금
2013158364,추반나,21,4,2,esn83916,,,,,화,,,금
2013148371,마소엄,56,6,3,ney7965,,HSK 4급,,월,,수,목,금
2013112405,차신문,3,2,4,obb8210,,,,,,,,금
2013126319,표중삼,77,6,2,hlu843,,,컴퓨터활용능력,월,,,,
2013140280,하황아,66,1,1,ayv8075!,,,,월,,,목,
2013147355,전진리,26,4,6,sqt6414,,HSK 5급,,,,,목,
2013142690,김중해,37,1,1,anp3938,TOEIC 845,,,,,,목,
2013169540,설재뜸,12,5,2,btm5687!,,,,월,,,목,
2013132715,지손직,92,8,5,nia7367,,,,월,,수,,
2013155289,장뜸옥,34,1,7,avr7697,,,,,,수,목,
2013160581,손언판,48,1,3,wgw2486,TOEIC 950,,,,화,수,,금
2013136364,송아슬,39,4,7,ltu6628,,,,,화,,,금
2013147924,정개자,81,8,3,yzx4436,,,컴퓨터활용능력,,,수,,금
2013117920,도탁주,37,7,5,ekp2439,,,,월,화,수,,
2013100331,노인건,27,1,3,hdo6363,TOEIC 940,,,월,,,목,
2013135947,오산구,48,1,2,uls9783,,,,,,,,금
2013137413,추한연,67,3,4,dzl3863!,,,,,화,,목,
2013166677,정배홍,51,5,2,iei2559,,,,,화,수,,
2013132857,반진란,83,5,4,bqm9087,TOEIC 820,HSK 5급,,,화,,,
2013106195,정온영,79,3,1,acv9932,,,,월,화,,목,금
2013179515,방직주,26,4,3,ccp34427,,,컴퓨터활용능력,월,화,수,목,금
2013148119,원건회,25,1,6,xbp574,,HSK 6급,,,,수,,금
2013176806,신완다,21,5,7,gns7184,,HSK 5급,,월,,수,,
2013137647,손규채,67,3,2,vqa9445!,,,,,,수,,금
2013172085,어새해,22,6,1,vqa9445!,,,,월,,수,,금
2013154183,이동모,47,7,4,obw2192,,,,월,,,목,금
2013177295,선찬예,67,8,0,xsx8886,,,,,,수,,금
2013147786,구권춘,77,3,0,rck760,,,,월,,수,,금
2013151283,여학을,47,2,7,vbq530,,HSK 6급,,,,수,,금
2013176958,조연빈,19,3,7,bfu9056,,HSK 5급,,,,,목,
2013161753,한영섭,80,7,4,bfu9056,,,,월,화,,,금
2013135232,원삼선,31,7,4,esn83916,,,,월,화,,목,
2013139398,윤라늘,29,7,3,ney7965,,HSK 4급,,월,,,,
2013136987,남식자,84,7,6,obb8210,,,,,,수,,
2013159528,공강우,26,5,4,hlu843,,,컴퓨터활용능력,,화,수,,
2013173050,이백신,15,4,3,ayv8075!,,,,,,,목,
2013131579,홍일일,41,8,2,sqt6414,,HSK 5급,,,화,수,목,금
2013108527,서욱은,17,3,3,anp3938,,,,,화,수,,금
2013161793,정탁영,94,4,6,btm5687!,,,,월,,,,
2013121212,신화동,21,3,0,nia7367,,,,,,수,목,
2013103750,송명재,85,8,2,avr7697,,,,월,화,,목,
2013123082,설덕관,66,8,7,wgw2486,,,,,,수,목,
2013167382,유비삼,82,7,3,ltu6628,TOEIC 660,,,월,화,,,금
2013175148,위판한,79,2,1,yzx4436,,,컴퓨터활용능력,월,,수,목,
2013141202,조로을,15,6,3,ekp2439,,,,,,,,금
2013118560,원영길,32,1,4,hdo6363,,,,,,,,금
2013138019,금명상,44,7,1,uls9783,TOEIC 970,,,,,수,,금
2013108174,백문백,56,6,2,dzl3863!,,,,월,,수,목,
2013151693,도다악,15,5,4,iei2559,,,,월,,,목,
2013172582,마백인,69,6,0,bqm9087,,HSK 5급,,,,,목,
2013118312,노악디,52,8,1,acv9932,,,,,화,,,
2013164112,선형요,41,7,1,ccp34427,,,,월,화,,목,금
2013152504,석고솔,93,5,6,xbp574,,HSK 6급,,월,,수,,
2013135782,반장우,74,4,4,gns7184,,,컴퓨터활용능력,,화,수,목,
2013152205,최문려,45,8,2,vqa9445!,,HSK 5급,,,화,수,,
2013110524,임무미,85,6,2,obw2192,,,,,,,목,금
2013106441,길재설,66,4,3,xsx8886,,,,월,,,,금
2013104038,신여강,39,7,4,rck760,,,컴퓨터활용능력,,,,,금
2013102816,석로늘,52,8,2,vbq530,,,,,화,,목,금
2013145133,왕재근,97,2,2,bfu9056,TOEIC 875,,,월,,,목,
2013144584,이나리,77,1,1,hkb8354,TOEIC 955,,,,화,,,
2013117855,방창린,57,1,7,esn83916,,,,,화,,,금
2013165089,이늘우,56,4,4,ney7965,,,,,화,수,목,금
2013121989,공오설,78,6,2,obb8210,,,,월,,,목,금
2013135689,구제보,69,7,1,hlu843,,,,월,화,,목,
2013128592,진흥윤,62,6,4,ayv8075!,,,,,화,,,
2013129338,한웅엄,55,7,5,sqt6414,,,,월,화,수,,
2013168417,우늘손,5,8,7,anp3938,TOEIC 990,,컴퓨터활용능력,,화,수,,
2013146017,김백나,42,1,4,btm5687!,,,,,화,수,,
2013180031,장주옥,28,7,2,nia7367,,,,월,화,,,금
2013165315,엄연로,87,3,4,avr7697,,,,,화,,목,
2013147721,한솔항,65,8,5,wgw2486,TOEIC 915,,,,화,,,금
2013135593,정로제,68,5,5,ltu6628,,,,,,,,금
2013124533,서여열,90,7,3,yzx4436,,,,,화,수,,금
2013169411,신빈상,44,5,1,ekp2439,,,,,화,,,
2013127523,은소언,19,1,2,hdo6363,,,,,,,,금
2013179237,류백장,38,5,3,uls9783,,,,,,수,,금
2013150626,구성열,67,7,7,dzl3863!,,,컴퓨터활용능력,월,화,수,,
2013115766,조건지,86,5,6,iei2559,,,컴퓨터활용능력,월,,,,
2013107896,금솔빈,56,5,1,bqm9087,,,,,,,,금
2013115512,장흔주,8,5,5,acv9932,,,,,,수,,금
2013156776,원휘탐,29,6,6,ccp34427,TOEIC 980,,,,화,수,,금
2013167153,채언사,50,5,5,xbp574,,,,,화,,목,금
2013120743,하아남,11,7,1,gns7184,,,,월,화,,,
2013175287,구모늘,52,8,5,vqa9445!,,,,월,화,,,
2013139655,신석보,36,4,7,obw2192,,,,월,,,,금
2013111654,신영비,8,4,4,xsx8886,TOEIC 965,,컴퓨터활용능력,월,,,목,금
2013141154,장엄휘,73,5,6,rck760,,,,,,,목,
2013124793,임치황,88,5,4,vbq530,,HSK 5급,,,,,목,
2013142548,천종건,36,8,3,bfu9056,,,,월,,,,
2013128819,모탁잔,15,6,6,hkb8354,,,,,,,,금
2013111192,조빈강,93,2,0,esn83916,,,컴퓨터활용능력,월,,수,,
2013144749,임흥서,4,2,2,ney7965,,,컴퓨터활용능력,,,,목,
2013157710,최항악,48,2,1,obb8210,,,,,,,목,
2013103386,반가학,38,5,0,hlu843,,HSK 6급,,월,,,,
2013125635,공시지,90,3,4,ayv8075!,,HSK 5급,,월,화,,,
2013136622,도라동,27,3,4,sqt6414,,,,월,화,수,,
2013170235,안환채,52,7,1,anp3938,TOEIC 900,,,,화,,목,
2013149290,소송광,19,1,4,btm5687!,,HSK 4급,컴퓨터활용능력,월,화,,,
2013156286,진재나,33,6,6,nia7367,,,컴퓨터활용능력,,,수,목,
2013126629,석세비,99,5,4,avr7697,,,,월,,수,목,
2013112315,정혜범,71,6,2,wgw2486,TOEIC 975,,,월,화,수,,금
2013174452,장언산,81,6,6,ltu6628,,HSK 5급,컴퓨터활용능력,,,,,금
2013153510,길백송,92,3,2,yzx4436,,,,월,화,,목,금
2013132562,이다혁,84,8,6,ekp2439,,,,월,,,,
2013140720,여훈웅,36,1,4,hdo6363,,,,,화,,,
2013102962,나슬보,48,1,1,uls9783,,,컴퓨터활용능력,,,,,금
2013113398,위학승,50,3,6,dzl3863!,,,,,화,,,
2013143152,노효랑,63,5,6,iei2559,,,,월,,수,목,
2013161333,선리면,79,7,4,bqm9087,,,,월,화,수,목,
2013115494,문이다,86,2,5,acv9932,,,,월,,,목,
2013178043,백기려,10,3,2,ccp34427,,,,월,화,수,,
2013157588,민아별,87,1,0,xbp574,,,,,화,수,,금
2013106092,현호담,21,7,4,gns7184,,,,월,,수,,
2013112789,어리배,26,7,3,vqa9445!,TOEIC 875,,,월,화,수,목,금
2013145609,반바혁,42,2,0,obw2192,TOEIC 905,HSK 5급,컴퓨터활용능력,월,화,,,
2013176236,추환배,61,4,7,xsx8886,,,,,,수,,금
2013159427,장일화,3,4,6,rck760,,,,,,수,목,금
2013113677,금박수,26,1,5,vbq530,,HSK 6급,,,,수,,
2013109175,양공위,74,5,3,bfu9056,,HSK 5급,,월,,,목,
2013135994,채희양,28,8,5,hkb8354,,,,,화,수,,금
2013128860,백효달,14,5,2,esn83916,,,,,,,목,
2013179207,하백학,56,2,0,ney7965,TOEIC 895,,,,,,,금
2013112240,신전휘,54,7,6,obb8210,,,컴퓨터활용능력,월,,수,목,
2013157757,남남다,19,3,7,hlu843,,,,월,,,목,
2013104836,송월뜸,92,4,1,ayv8075!,,HSK 6급,,,,,목,
2013162652,소혜홍,86,2,1,sqt6414,TOEIC 950,HSK 5급,,,,,,금
2013144015,은남준,43,3,1,anp3938,,,,월,화,,,
2013166657,조휴무,64,4,6,btm5687!,,,,,,,목,금
2013120728,신우회,99,6,3,nia7367,TOEIC 440,HSK 4급,,월,화,,목,
2013175370,여려유,80,8,7,avr7697,,,,월,,,,금
2013137732,노탐휴,55,8,3,wgw2486,,,,,화,수,목,금
2013159150,최소새,43,8,1,ltu6628,,,,,,,,금
2013128035,서반윤,81,2,3,yzx4436,TOEIC 795,HSK 5급,,월,화,,,
2013168200,도온근,21,7,5,ekp2439,,,,월,화,,,
2013154024,차바사,68,5,4,hdo6363,,,,,화,수,목,금
2013143480,류묵로,94,4,7,uls9783,,,,,,,,금
2013127115,구미직,7,1,5,dzl3863!,,,컴퓨터활용능력,,,,목,
2013150738,강지세,82,7,0,iei2559,,,,,화,수,,금
2013133294,금희흔,29,2,7,bqm9087,,,,,,수,,
2013130768,반바비,91,7,1,acv9932,,,,월,,수,목,금
2013137405,남비식,95,4,7,ccp34427,,,,월,,수,목,
2013156439,전재리,93,2,6,xbp574,,,,,,,목,금
2013130104,은혜더,20,2,6,gns7184,,,,월,화,,,금
2013112145,방달루,61,6,0,vqa9445!,,,,,,,,금
2013147984,장울새,10,4,4,obw2192,,,,,화,,,금
2013159854,원설을,81,3,4,xsx8886,,HSK 5급,컴퓨터활용능력,월,,수,목,
2013121338,천무하,71,6,3,rck760,,,,,화,,,금
2013101260,전덕박,76,2,3,vbq530,TOEIC 850,,,월,,수,목,
2013106733,어범두,34,6,3,bfu9056,,HSK 6급,,월,,수,,금
2013109254,위한근,58,1,4,hkb8354,,,,월,,,목,
2013138184,엄열부,72,5,6,esn83916,,,,,화,수,,
2013177818,황악솔,89,5,4,ney7965,,,,,화,,,
2013114043,기반별,48,5,6,obb8210,,,,,화,,목,
2013174934,신현자,11,8,4,hlu843,,,,,화,수,목,
2013105066,진산진,84,7,0,ayv8075!,,,,월,화,,,
2013174479,박광유,26,7,6,sqt6414,,,컴퓨터활용능력,,,,,금
2013139094,맹중가,80,7,6,anp3938,TOEIC 960,,,월,,수,목,
2013114169,하용형,77,1,2,btm5687!,,HSK 5급,,,화,,목,금
2013148032,인회욱,2,8,5,nia7367,,,,,,,목,
2013168957,채배노,52,8,3,avr7697,,,컴퓨터활용능력,,,수,목,금
2013100052,금달안,56,2,3,wgw2486,TOEIC 970,,,,,,목,금
2013166204,금타가,86,2,3,ltu6628,,,,월,화,,목,금
2013170460,노은라,22,8,2,yzx4436,,,,월,,수,,
2013168663,양덕완,11,8,6,ekp2439,,HSK 6급,,,,수,,금
2013147695,서휘열,46,1,3,hdo6363,,HSK 5급,,월,화,수,,금
2013105579,선란은,24,5,6,uls9783,,,,월,,수,목,
2013158275,민석윤,87,5,2,dzl3863!,,,,,,,목,금
2013111962,추현나,45,3,1,iei2559,,HSK 4급,,,,,목,
2013108249,신보경,73,7,6,bqm9087,,,,,,,목,
2013159413,은공마,96,8,7,acv9932,,,컴퓨터활용능력,,,,,금
2013120435,노은설,64,7,2,ccp34427,,,,,,,목,금
2013142458,오일후,33,1,3,xbp574,,HSK 5급,,,,수,목,
2013112226,노악상,19,7,4,gns7184,,,,,화,,목,금
2013104259,구웅창,25,7,4,vqa9445!,TOEIC 880,,,월,화,,,
2013167680,도안창,75,6,3,obw2192,TOEIC 950,,,월,화,,,
2013103302,주신더,53,4,5,xsx8886,,,,월,,수,,
2013112880,위안울,37,4,4,rck760,,,,,화,,목,
2013124590,허현창,91,7,7,vbq530,,,,월,화,,,
2013110791,기배슬,50,2,6,bfu9056,,,,,화,,,
